"gara_id","application_name","author_id","builder_id","contractor_id","designer_id","engine_id","manager_id","status","decision_date","region_name","city_id","type","turn","network","period_month","start_date","end_date","class","flat_area","build_qty","build_floor","build_area","com_area","park_area","flat_qty","com_qty","park_qty","flat_onerm","flat_tworm","flat_threerm","flat_fourrm","cost_plan","flat_msprice","build_mscost","flat_mscost","com_msprice","park_price","self_cost","unfin_cost","share_cost","warr_cost","comm_cost","cost_official","flat_inner","flat_height","dpg_date","dpg_num","dpg_add_num","dpg_num_text","prolongation","update_date","state_id","create_date","annul_date","state_name"
"156",NULL,NULL,"060240025805",NULL,NULL,"050140003046",NULL,"Действующий","2022-08-04","Восточно-Казахстанская обл.","18217","Стандартный",NULL,"Строительство инженерных сетей за счет средств Застройщика","24.0","2022-05-10","2024-05-10","4","7609.5","4.0","5","10948.36","1455.3","2165","93","16","53","19","39","26","9","3704798634","445591",NULL,"282520","480000","2500000","370479863","397923110","100000","33068755","918900","3704798634",NULL,"3.3","2022-08-27","120","0","ДПГ-22-16-055/120",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"134",NULL,"070640021046","960340000376","010940009661","070640021046","121140016323","200940032606","Завершенный","2021-04-22","г. Алматы ","18194","Стандартный","1,2",NULL,"15.0","2021-02-11","2022-08-05","4","12963.9","2.0","15","18625.47","914.46","0","252","9","0","140","112","0","0","3965211099","320000",NULL,"212891.86","420000",NULL,"396521109.9","111938011.42","100000","38532731","1458500","3965211099","черновая","2.7","2021-05-17","62","0","ДПГ-21-02-001/062","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"136",NULL,"000540001174","960340000376","100140016199","000540001174","081240016084","160340010168","Завершенный","2021-08-19","г. Астана","18178","Стандартный","1,2","Строительство инженерных сетей за счет Застройщика ","13.0","2021-03-16","2022-07-21","3","15805.6","2.0","16, 19","17638.6","851.5","0","305","5","0","168","103","34","0","2587390887","280000",NULL,"155333",NULL,NULL,"388108633","324759000","28692563","22626319","1458500","2587390887","чистовая",NULL,"2021-09-23","83","0","ДПГ-21-01-001/083","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"48",NULL,"540512302011","050640009251","070240019074",NULL,"081240016084","190140030001","Действующий","2021-01-12","г. Астана","18178","Стандартный",NULL,"Проект на наружные инженерные сети будет представлен позже","18.0","2020-12-01","2023-02-28","4","9172.79","4.0","9","15760.1","915.65","3657.18","167","8","232",NULL,NULL,NULL,NULL,"2492600422","315000",NULL,"205951","450000","1600000","249260042.2","254021012","150000","22385794","1389000","2492600422","черновая","2.7","2021-02-03","51","0","ДПГ-21-01-023/051","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"165",NULL,"690404300593","940940000027","091040005188",NULL,"100940000469","201040021501","Завершенный","2021-04-01","г. Астана","18178","Стандартный",NULL,"Строительство ИКИ за счет средств собственных средств Застройщика","12.0","2021-02-08","2022-02-14","3","9380.35","1.0","24","15603.49","975.13","4893.42","131","6","165","43","43","45","0","2374319871","284000",NULL,"152166","275000","1000000","356147981","366985920","100","20073340","1458500","2374319871","чистовая","3","2021-04-23","59","0","ДПГ-21-01-026/059","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"24",NULL,"010740008448","040940003747","040940003747","010740008448","120840001080","130240019112","Действующий","2021-11-29","г. Астана","18178","Стандартный","2-3","Входят в проект","11.0","2021-10-10","2023-03-10","4","10934.05","3.0","12,15,17","16646.94","980.56","0","202","8","0","108","37","57","0","3723017842","400643",NULL,"223645","550000","5216900","372301784","240524965","174000","34824929","1458500","3723017842","чистовая","2.7","2021-12-22","74","1","ДПГ-21-01-032/074","2.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"179",NULL,"960340000376","960340000376","030340009643","960340000376","050540005384","160640015734","Завершенный","2018-02-01","г. Алматы ","18194","Паркинг","2","Без наружных инженерных сетей","12.0","2017-09-27","2018-12-20",NULL,"0",NULL,NULL,"8303.1","0","8303.1","233","0","233",NULL,NULL,NULL,NULL,"1348115200",NULL,NULL,NULL,NULL,"3000000","134811500","110273000","212100","24756844",NULL,"1348115202",NULL,NULL,"2018-02-15","2","1","ДПГ-17-02-001/002","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"150",NULL,"030340014828","050540016141","050540016141","030340014828","120840001080","181140015247","Завершенный","2018-12-20","г. Алматы ","18194","Стандартный","2","Без наружных инженерных сетей","12.0","2018-11-27","2019-11-19","4","47246.31","16.0","9","66742.5","1899.68","0","984","8","0","568","288","128","0","7891739810","175000",NULL,"118200","175000",NULL,"789174000","797652200","712500000","141881753","1202500","7891739810","предчистовая","2.7","2018-12-24","12","0","ДПГ-18-02-005/012","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"23",NULL,"960340000376","960340000376","030340009643","960340000376","050540005384","160640015734","Завершенный","2018-08-01","г. Алматы ","18194","Стандартный","5","Без наружных инженерных сетей","19.0","2018-06-29","2019-12-23",NULL,"7831.9",NULL,NULL,"12341.8","0","0","94","0","0",NULL,NULL,NULL,NULL,"2502632600","405000",NULL,"263800",NULL,NULL,"250263300","79221000","212100","48468231",NULL,"2502632570","чистовая","3.3","2018-08-03","2","3","ДПГ-17-02-001/002","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"107",NULL,"000140004441","110540015593","100640016266","000140004441","130440013597","181140019271","Завершенный","2019-02-05","г. Астана","18178","Стандартный","19","Строительство ИКИ будет произведено за счет средств Застройщика","23.0","2019-02-25","2020-04-17","4","6597.68","1.0","16","8855.87","543.96","0","150","0","0","90","30","30","0","2227028801","341608",NULL,"251475","350000",NULL,"222702880","35303881","1000","43834498","1262500","2227028801","черновая","3.3","2019-02-15","14","0","ДПГ-19-01-001/014","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"7",NULL,"061140004198","110540015593","050240020654","061140004198","130440013597","190640001234","Завершенный","2019-11-08","г. Алматы ","18194","Стандартный","2",NULL,"18.0","2019-09-23","2021-08-18","4","22101.8","6.0","16, 16, 16, 16, 12, 12, 12","32575.2","1937.7","0","431","4","0","195","214","22","0","6837749056","295000",NULL,"209906","425000",NULL,"683774906","115714020","252000","134440701","1262500","6837749056",NULL,NULL,"2019-11-14","28","0","ДПГ-19-01-008/028","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"18",NULL,"100340017283","960340000376","110740018268",NULL,"120840001080","190240034484","Завершенный","2021-01-21","г. Астана","18178","Стандартный","2",NULL,"20.0","2020-12-22","2022-08-19","4","12671.93","2.0","18","17400.61","664.59","0","136","4","0","34","34","34","34","2762404808","360000",NULL,"158753.33","400000",NULL,"276240481","242222000","252500","25201828",NULL,"2762404808","улучшенная черновая",NULL,"2021-02-12","37","2","ДПГ-20-01-001/037","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"153",NULL,"030940006918","030740000258","030740000258","030940006918","131140000715","141140024942","Действующий","2021-08-10","г. Астана","18178","Стандартный",NULL,"Проект на ИКИ в разработке, строительство за счет средств Застройщика","23.0","2021-07-12","2022-10-20","4","17256.9","4.0","12, 14, 18, 16","34924.6","3544.8","5708.7","381","16","329","162","218","1","0","6105003456","333097",NULL,"174800","430000","1500000","915750518","885865435","10838920","52191380","1458500","6105003456","улучшенная черновая","2.7","2021-09-02","80","0","ДПГ-21-01-010/080","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"45",NULL,"070840005894","110540015593","100640016266","070840005894","130440013597","170540018975","Действующий","2021-08-26","г. Астана","18178","Стандартный","10","планируется получение гарантии после получения заключения экспертизы (ориентировочная стоимость сетей составит 173 419 099 тенге)","16.0","2021-05-21","2022-12-21","4","15615.28","1.0","12","23857.96","1703","3610.14","287","14","107","113","126","32","16","4503146562","300000",NULL,"188748","450000","1200000","450314656","76755712","100","44263909","1458500","4503146562",NULL,NULL,"2021-09-14","84","0","ДПГ--21-01-008/084","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"88",NULL,"070840005894","110540015593","100640016266","070840005894","130440013597","181140019271","Действующий","2021-09-23","г. Астана","18178","Стандартный","12","планируется получение гарантии после получения заключения экспертизы (ориентировочная стоимость сетей составит 175 213 100 тенге)","20.0","2021-06-16","2023-02-16","4","15784.9","5.0","9, 9, 9, 9, 12","24186.6","1564.99","3610.14","287","14","243",NULL,NULL,NULL,NULL,"4580426896","300000",NULL,"189378.7","450000","1200000","458042689.6","33783217.52","1000","45466436.78","1458500","4580426896",NULL,NULL,"2021-10-15","89","0","ДПГ-21-01-008/089","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"166",NULL,"011140000562","060740001628","060740001628","011140000562","110940004909","170440014681","Действующий","2021-10-28","г. Астана","18178","Стандартный","1","Строительство ИКИ будет произведено за счет средств Застройщика","34.0","2021-03-03","2024-01-03","4","35232.12","7.0","12-16","52536.8","3356.68","8659.76","390","14","369","44","162","169","15","14682663880","385000",NULL,"279474","450000","2000000","2202399582","1548031531","27292000","131346323","1458500","14682663880","черновая","3","2021-11-18","98","0","ДПГ-21-01-039/098",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"44",NULL,"050940011046","130940009587","070240003251","050940011046","130440013597","210440031067","Действующий","2021-11-16","г. Астана","18178","Стандартный","1-2","Наружные инженерные сети рассматриваются в настоящем Проекте","24.0","2021-10-13","2023-10-13","4","31998.19","10.0","9, 14, 20","52895.49","2676.43","6425.22","505","21","473","114","257","105","29","14427929363","445000",NULL,"272762.93","588095","2000000","2164189404.45","263022492","462373798","141649069","1458500","14427929363","черновая","3","2021-11-26","99","0","ДПГ-21-01-043/099","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"75",NULL,"000140004441","110540015593","100640016266",NULL,"130440013597","130340016121","Завершенный","2018-08-13","г. Астана","18178","Стандартный",NULL,"C учетом наружных инженерных сетей","13.0","2018-05-10","2019-08-26",NULL,"24008.28",NULL,NULL,"29141.3","2602.01","6307.65","458","0","411",NULL,NULL,NULL,NULL,"7519312044","274800",NULL,"258000",NULL,NULL,"717443500","457691000","173100","141232414","1202500","7519312044","чистовая","3","2018-08-29","9","1","ДПГ-18-01-008/009","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"186",NULL,"090240013926","031240005283","031240005283","090240013926","130440013597","120540000160","Действующий","2022-07-07","г. Астана","18178","Стандартный","1"," Строительство ИКИ за счет собственных средств Застройщика","13.0","2022-04-15","2023-05-15","4","15389.93","5.0","9,12,17","21572.37","1080.92","0","300","10","0","102","198","0","0","6103216757","383630",NULL,"282918","450000",NULL,"915482513","1339202000","8526389","47640147","1531500","6103216757","черновая",NULL,"2022-08-11","116","0","ДПГ-22-01-024/116",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"46",NULL,"030340001678","970540007997","120240021628","030340001678",NULL,"150840000513","Действующий","2022-11-03","г. Алматы ","24184","Стандартный","1","Проводится разработка проектной документации по наружным сетям","12.0","2022-06-08","2023-06-07","III ","9078.57","1.0","12","13441.1",NULL,"0","132",NULL,NULL,"38","82","12","0","3974338040","437771",NULL,"295685","470000",NULL,"397433804","0","300000","39743380",NULL,"3974338040",NULL,"3","2022-11-21","122","1","ДПГ-22-05-031/122  ",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"50",NULL,"061040011474","180440021488","990340014748",NULL,"050140003046","110940007041","Действующий","2022-07-07","г. Астана","18178","Стандартный",NULL,"Строительство инженерных сетей за счет средств Застройщика ","18.0","2022-03-16","2023-09-16","4","22518.75","1.0","8","34095.27","3377.59","6780.09","294","12","138","102","98","52","42","5361772296","320000",NULL,"157259","370000","1500000","536177229","3129946377","150000","22318259","1531500","5361772296","улучшенная черновая",NULL,"2022-08-10","117","0","ДПГ-22-01-054/117",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"133",NULL,"030940006918","030740000258","030740000258","171140028455",NULL,"141140022094","Действующий","2023-01-26","г. Астана","18178","Стандартный",NULL,"Проект на ИКИ в разработке, строительство за счет средств Застройщика","17.5","2022-11-24","2024-05-08","4","20364.4","5.0","17; 12; 9","27554.55","2065.45",NULL,"394","25",NULL,"209","147","38",NULL,"5499684209","342107",NULL,"199593","350000",NULL,"824952631","824579771","200000","46751044",NULL,"5499684209",NULL,NULL,"2023-02-23","130","0","ДПГ-23-01-010/130",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"143",NULL,"000540001174","960340000376","070540002705","000540001174",NULL,"160340010168","Действующий","2023-03-07","г. Астана","18178","Стандартный",NULL,"Без наружных инженерных сетей","17.0","2022-10-19","2024-03-19","4","7356.9","1.0","16","10209.6","489.7","0","135","8","0","60","45","30","0","2596718603","390000",NULL,"254341","400000",NULL,"389507790","144532947.97","28692563.21","24521857","517500","2596718603","улучшенная черновая","2.9","2023-03-31","134","0","ДПГ-23-01-001/134",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"197",NULL,"040440008640","960340000376","110740018268","040440008640","120840001080","190440041434","Завершенный","2021-02-23","г. Астана","18178","Стандартный","3",NULL,"21.0",NULL,NULL,"4","16597.04","1.0","8","21468.49","1291.45","0","141","11","0","26","35","40","40","3619711613","300000",NULL,"168606","300000",NULL,"542956742","59269385","340229","35604422","1458500","3619711613","улучшенная черновая","3","2021-03-30","54","0","ДПГ-21-01-001/054","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"185",NULL,"060440009157","070240017648","070240017648","060440009157","121140016323","150340019152","Завершенный","2019-11-14","г. Алматы ","18194","Стандартный","1","Строительство ИКИ будет произведено за счет средств ген.подрядчика/Застройщика. Автономное отопление (котельная) будут реализованы за счет денег дольщиков путем заключения дополнительного соглашение к Договору о предоставлении гарантии","7.0","2019-10-22","2020-08-22","4","7025.8","2.0","9","7731.36","57.3","0","143","4","0","72","53","18","0","1733779999","250000",NULL,"224253","270000",NULL,"173378000","187329563","200000","30929009","1262500","1733779999",NULL,NULL,"2019-11-27","30","0","ДПГ-19-02-013/030","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"180",NULL,NULL,"050540016141",NULL,NULL,"120840001080","190340022583","Завершенный","2019-09-18","г. Алматы ","18194","Стандартный","3","строительство за счет собственных средств УК, планируется получение гарантии на ИКИ, проект на экспертизе","18.0","2019-09-03","2020-05-14","4","47401.2","14.0","9","64684.2","0","0","1008","0","0","630","252","126","0","6600809540","207000",NULL,"102047",NULL,NULL,"660080954",NULL,"1412271290","132016191","1262500","6600809540","предчистовая","2.7","2019-09-20","24","0","ДПГ-19-02-005/024","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"188",NULL,"080940013721","080140018654","080140018654",NULL,"140240013600","080140018654","Действующий","2021-07-14","Мангистауская обл.","18279","Стандартный",NULL,"Наружные инженерные сети построены и подведены","19.0","2021-01-23","2022-11-22","4","15953.22","1.0","9","24702.9","0","0","287","0","0","144","126","17","0","3779124848","240000",NULL,"152983",NULL,NULL,"377912484.8","187692326.5","70000","35914325","1458500","3779124848","черновая","3.2","2021-08-11","65","0","ДПГ-21-12-030/065","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"39",NULL,"021240006160","050540016141","050540016141","021240006160","121140016323","190340022513","Завершенный","2019-09-18","г. Алматы ","18194","Стандартный","1","строительство за счет собственных средств УК, планируется получение гарантии на ИКИ, проект на экспертизе","18.0","2019-09-04","2020-09-30","4","26958.48","6.0","12","36276.5","0","6445.98","432","0","325","144","144","144","0","5130621336","250000",NULL,"141431",NULL,NULL,"513062134",NULL,"1089632185","102612427","1262500","5130621336",NULL,NULL,"2019-09-20","25","0","ДПГ-19-02-005/025","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"78",NULL,"081040004732","050640012251","050640012251","081040004732",NULL,"190140008530","Действующий","2023-03-30","г. Шымкент","18277","Стандартный","2","Строительство инженерных сетей за счет средств Застройщика ","10.0","2022-09-08","2023-07-08","3","9270.9","1.0","5","14689.76","0","75","120","0","75","10","10","50","20","4285521044","454222",NULL,"462255","0","3000000","428552104","1855258623","300000","24302624","1035000","4285521044","черновая",NULL,"2023-04-19","135","0","ДПГ-23-13-046/135",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"122",NULL,"120340010180","040640007005","040340009506","120340010180","120840001080","210140033558","Завершенный","2021-04-20","г. Астана","18178","Стандартный",NULL,"Проект на ИКИ разработан, строительство за счет средств Застройщика","18.0","2021-02-19","2022-07-08","4","9692.5","4.0","7","17438.6","677.4","1394.3","165","4","98","89","76","0","0","3601621272","280000",NULL,"206532","361589","2500000","360162127","76591024","221006855","35250302","1458500","3601621272","предчистовая","2.7","2021-05-14","61","0","ДПГ-21-01-027/061","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"121",NULL,NULL,"110540015593","071140001918","120840013788",NULL,"110640012592","Действующий","2023-04-07","г. Астана","18178","Стандартный","1","Строительство инженерных сетей будет осуществляться за счет средств Застройщика ","14.0","2023-01-19","2024-03-19","4","8146.55","6.0","9","18957.58","928.15","0","206","12","0","47","77","50","52","5965384158","395822",NULL,"657364",NULL,NULL,"894807624","139966282","100","58254179","1035000","5965384158",NULL,"3.3","2023-05-17","136","0","ДПГ-23-01-008/136",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"53",NULL,"000540001174","960340000376","050140024099","000540001174","120840001080","180540027976","Завершенный","2021-05-25","г. Астана","18178","Стандартный","3",NULL,"20.0","2021-03-16","2022-06-13","4","9215.4","1.0","7","16601","1560.8","0","114","11","0","24","42","18","30","2037222803","310000",NULL,"122718","360000",NULL,"305583420.45","312471000","308425","17247518","1458500","2037222803","предчистовая","2.7","2021-06-11","53","1","ДПГ-21-01-001/053","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"118",NULL,"081240012542","041040007551","041040007551","081240012542","100940000469","191040024998","Завершенный","2021-08-26","г. Астана","18178","Стандартный",NULL,"Строительство ИКИ будет произведено за счет собственных средств Застройщика","14.5","2021-05-18","2022-06-14","4","16518.8","8.0","9","26569.7","2262","1176","285","21","241","121","106","43","15","7302547392","429105",NULL,"274845","550000","2380000","1095382109","2682802946","12142632","46197444","1458500","7302547392","улучшенная черновая","2.7","2021-09-15","82","0","ДПГ-21-01-036/082","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"81",NULL,"010240009498","170140020417","070240003251",NULL,"130440013597","210140037639","Завершенный","2021-03-15","г. Астана","18178","Стандартный",NULL,"Строительство ИКИ за счет средств УК с получением гарантии, рассматривается в настоящем заключении","26.0","2021-02-13","2022-06-22","4","26037.3","6.0","9, 10, 15","51904.6","7105.2","5941.9","400","24","450","0","328","72","0","9031081158","357086",NULL,"173994","495739","2100000","903108116","291063973","100","87400172","1458500","9031081158","черновая",NULL,"2021-04-01","56","0","ДПГ-21-01-025/056","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"59",NULL,"050940011046","170140020417","100640016266","050940011046","130440013597","130740010573","Завершенный","2021-05-13","г. Астана","18178","Стандартный","1;2;4","С учетом наружных инженерных сетей","29.0","2020-12-07","2022-04-01","4","29855.74","7.0","9-16","44759.28","2798.19","0","509","27","0","209","207","85","8","10144630208","352666.6",NULL,"226649","430000",NULL,"948885239","210305927.05","100","92785465","1458500","10144630208","улучшенная черновая","2.7","2021-05-21","67","0","ДПГ-21-01-025/067","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"3",NULL,"010740008448","040940003747","040940003747","010740008448","120840001080","130240019112","Завершенный","2021-07-01","г. Астана","18178","Стандартный","1",NULL,"11.0","2021-03-31","2022-07-01","4","6292.3","3.0","9","15375.4","448.49","0","119","7","241","55","40","24","0","3605450598","349000",NULL,"234495","550000",NULL,"360545059.8","367698060.13","174000","32377526","1458500","3605450598","чистовая","2.7","2021-07-19","74","0","ДПГ-21-01-032/074","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"61",NULL,"030340014828","050540016141","050540016141","021240006160","121140016323","190340022513","Завершенный","2020-01-30","г. Алматы ","18194","Стандартный","1","строительство за счет собственных средств УК - денег дольщиков путем заключения дополнительного соглашения к Договору о предоставлении гарантии","18.0","2020-01-13","2020-09-30","4","26964.72","6.0","12","35931.5","0","0","576","0","0","432","144","0","0","4696993688","255000",NULL,"130721",NULL,NULL,"469699368.8","0","1089632185","93939874","0","4696993688","предчистовая","2.7","2020-02-01","25","2","доп.согл. №2 к
ДПГ-19-02-005/025","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"199",NULL,"600429300731","060540006700","020840000943","020840000943","160340007574","200240008390","Завершенный","2021-12-23","г. Астана","18178","Стандартный","3","Строительство ИКИ будет произведено за счет средств Застройщика","11.0","2021-07-08","2022-08-12","4","11410.7","5.0","9","15006.8","1358.4","1000","200","18","80","80","96","24","0","4238097956","365000",NULL,"282412","500000","1750000","635714693","69098173","10000","41688998","1458500","4238097956","чистовая","3","2022-01-25","101","0","ДПГ-22-01-045/101","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"98",NULL,"081240012542","060140000846","060140000846","081240012542","100940000469","191040008123","Завершенный","2021-05-05","г. Астана","18178","Стандартный",NULL,"Строительство ИКИ за счет средств собственных средств Застройщика","16.0","2021-01-26","2022-05-13","4","20250.4","8.0","9, 12","37650.2","2242.1","4549","328","20","320","148","98","82","0","9247229121","370000",NULL,"245609","600000","1800000","1387084368","1387084368","100000","78601448","1458500","9247229121","чистовая","2.7","2021-06-08","66","1","ДПГ-21-01-009/066","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"146",NULL,"060440009157","070240017648","021040009613",NULL,"121140016323","150340019152","Завершенный","2020-04-06","г. Алматы ","18194","Стандартный","3,4,5,6","Строительство ИКИ будет произведено за счет средств ген.подрядчика/Застройщика. Автономное отопление (котельная) будут реализованы за счет денег дольщиков путем заключения дополнительного соглашение к Договору о предоставлении гарантии","14.0","2020-02-05","2021-08-29","4","14162.4","4.0","9","15462.72","0","0","288","0","0","144","108","36","0","3041291058","270000",NULL,"196685",NULL,NULL,"304129106","95000","200000","60823921",NULL,"3041291058",NULL,NULL,"2020-04-29","30","1","ДПГ-19-02-013/030","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"148",NULL,"060740003951","170140020417","070240003251",NULL,"130440013597","210140037640","Завершенный","2021-03-05","г. Астана","18178","Стандартный",NULL,"Вместе с проектом на МЖК рассматриваются в настоящем Заключении Департамента гарантирования","15.0","2021-02-12","2022-04-25","4","15707.99","1.0","9","29839.25","2201.02","0","256","19","241","70","126","44","16","5890831329","330000",NULL,"197419","550000","2000000","589083133","111011930.84","100","57798194",NULL,"5890831329",NULL,NULL,"2021-04-01","57","0","ДПГ-21-01-025-057","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"47",NULL,"190940020182","021240005995","021240005995",NULL,"161040007932","200840018141","Действующий","2021-07-14","г. Астана","18178","Стандартный",NULL,"За счет собственных средств","17.0","2020-12-10","2022-11-10","4","10735.96","4.0","7","14302.4","0","3357.3","208","0","163","123","38","40","7","3516075103","296538",NULL,"205000","400000","2000000","351607510","449104170","634725502","30669709","1389000","3516075103","чистовая","2.7","2021-08-12","76","0","ДПГ-21-01-033/076","2.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"110",NULL,"000140004441","110540015593","100640016266",NULL,"130440013597","170540018975","Завершенный","2018-10-17","г. Астана","18178","Стандартный","15","C учетом наружных инженерных сетей","13.0","2018-07-15","2019-11-30",NULL,"24718.47",NULL,NULL,"28555.6","3370.12","0","467","0","0",NULL,NULL,NULL,NULL,"6690458969","297000",NULL,"237500",NULL,NULL,"648450900","319133400","190200953","127426511","1202500","6690458969","чистовая","2.7","2018-10-25","11","0","ДПГ-18-01-008/011","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"183",NULL,"010540003856","110540015593","100640016266","010540003856","130440013597","180440012489","Завершенный","2020-01-30","г. Астана","18178","Стандартный","1","Без наружных инженерных сетей","24.0","2020-01-09","2021-08-13","4","25084.23","1.0","12","31002.69","1232.12","4686.34","334","7","259","166","66","101","1","5840045029","345000",NULL,"188372","400000",NULL,"584004503","137581639","1000","115050538",NULL,"5840045029","улучшенная черновая","3","2020-02-05","33","0","ДПГ-20-01-008/033","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"40",NULL,"960340000376","960340000376","110740018268","060240002192","081240016084","180640022394","Завершенный","2020-08-10","г. Астана","18178","Стандартный","8,9,10","Без наружных инженерных сетей","21.0","2020-05-04","2021-06-30","4","8099.5","1.0","10","12132.8","1095.1","0","88","9","0","0","26","35","27","2015148840","340000",NULL,"166091","400000",NULL,"302272326","274485775","301449","34813216",NULL,"2015148840","черновая",NULL,"2020-08-20","13","3","ДПГ-19-01-001/013","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"76",NULL,"130640014443","960340000376","110740018268",NULL,"130140000376","180240017561","Завершенный","2020-10-07","г. Астана","18178","Стандартный",NULL,NULL,"27.0","2020-06-16","2020-12-28","4","9815.58",NULL,"9.12","15109.69","1091.24","0","119","8","0","22","43","43","11","3066214650","300000",NULL,"202930","300000",NULL,"459932198","444006331","300610","52444166","0","3066214650",NULL,"3","2020-11-19","32","1","ДС №1 к ДПГ-20-01-001/032 от 06/02/2020","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
